miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-3664-3p,82.5492,RET,pheochromocytoma,100.0
hsa-miR-3681-3p,91.18653,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-3681-3p,91.18653,RET,pheochromocytoma,100.0
hsa-miR-424-5p,87.172434214,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-424-5p,87.172434214,RET,pheochromocytoma,100.0
hsa-miR-4719,82.7327934643,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-4719,82.7327934643,RET,pheochromocytoma,100.0
hsa-miR-4779,85.1829,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-4779,85.1829,RET,pheochromocytoma,100.0
hsa-miR-497-5p,87.172434214,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-497-5p,87.172434214,RET,pheochromocytoma,100.0
hsa-miR-544a,94.891515233049,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-544a,94.891515233049,RET,pheochromocytoma,100.0
hsa-miR-548aa,96.9890647072,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-548aa,96.9890647072,RET,pheochromocytoma,100.0
hsa-miR-548ap-3p,96.9890647072,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-548ap-3p,96.9890647072,RET,pheochromocytoma,100.0
hsa-miR-548t-3p,96.9890647072,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-548t-3p,96.9890647072,RET,pheochromocytoma,100.0
hsa-miR-636,88.0557,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-636,88.0557,RET,pheochromocytoma,100.0
hsa-miR-6759-3p,89.361,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-6759-3p,89.361,RET,pheochromocytoma,100.0
hsa-miR-6806-5p,86.9258,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-6806-5p,86.9258,RET,pheochromocytoma,100.0
hsa-miR-6838-5p,86.9077717174,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-6838-5p,86.9077717174,RET,pheochromocytoma,100.0
hsa-miR-6867-5p,96.0092539127871,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-6867-5p,96.0092539127871,RET,pheochromocytoma,100.0
hsa-miR-885-5p,80.1634,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-885-5p,80.1634,RET,pheochromocytoma,100.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,cardiomyopathy,90.0
hsa-miR-1283,80.7292,SCN5A,long qt syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,91.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,cardiomyopathy,90.0
hsa-miR-1299,89.5859946293,SCN5A,long qt syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,91.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,cardiomyopathy,90.0
hsa-miR-143-5p,80.9257,SCN5A,long qt syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,91.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,cardiomyopathy,90.0
hsa-miR-4291,80.5819551294743,SCN5A,long qt syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,91.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,cardiomyopathy,90.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,long qt syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,91.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,cardiomyopathy,90.0
hsa-miR-5087,89.17585546,SCN5A,long qt syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,91.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,cardiomyopathy,90.0
hsa-miR-513b-5p,87.4691499808,SCN5A,long qt syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,91.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,cardiomyopathy,90.0
hsa-miR-6131,88.4673,SCN5A,long qt syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,91.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,cardiomyopathy,90.0
hsa-miR-670-5p,80.727999392,SCN5A,long qt syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,91.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,cardiomyopathy,90.0
hsa-miR-6823-5p,90.1480585474,SCN5A,long qt syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,91.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,cardiomyopathy,90.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,long qt syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,91.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,cardiomyopathy,90.0
hsa-miR-875-3p,84.9138903731,SCN5A,long qt syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,91.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,cardiomyopathy,90.0
hsa-miR-1283,80.7292,SCN5A,long qt syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,91.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,cardiomyopathy,90.0
hsa-miR-1299,89.5859946293,SCN5A,long qt syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,91.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,cardiomyopathy,90.0
hsa-miR-143-5p,80.9257,SCN5A,long qt syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,91.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,cardiomyopathy,90.0
hsa-miR-4291,80.5819551294743,SCN5A,long qt syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,91.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,cardiomyopathy,90.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,long qt syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,91.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,cardiomyopathy,90.0
hsa-miR-5087,89.17585546,SCN5A,long qt syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,91.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,cardiomyopathy,90.0
hsa-miR-513b-5p,87.4691499808,SCN5A,long qt syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,91.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,cardiomyopathy,90.0
hsa-miR-6131,88.4673,SCN5A,long qt syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,91.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,cardiomyopathy,90.0
hsa-miR-670-5p,80.727999392,SCN5A,long qt syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,91.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,cardiomyopathy,90.0
hsa-miR-6823-5p,90.1480585474,SCN5A,long qt syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,91.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,cardiomyopathy,90.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,long qt syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,91.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,cardiomyopathy,90.0
hsa-miR-875-3p,84.9138903731,SCN5A,long qt syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,91.0
hsa-miR-1283,92.03973,SCN5A,brugada syndrome,100.0
hsa-miR-1283,92.03973,SCN5A,cardiomyopathy,90.0
hsa-miR-1283,92.03973,SCN5A,long qt syndrome,100.0
hsa-miR-1283,92.03973,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1283,92.03973,SCN5A,brugada syndrome,91.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,cardiomyopathy,90.0
hsa-miR-1299,89.5859946293,SCN5A,long qt syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,91.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,cardiomyopathy,90.0
hsa-miR-143-5p,80.9257,SCN5A,long qt syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,91.0
hsa-miR-200b-3p,87.9466092515,SCN5A,brugada syndrome,100.0
hsa-miR-200b-3p,87.9466092515,SCN5A,cardiomyopathy,90.0
hsa-miR-200b-3p,87.9466092515,SCN5A,long qt syndrome,100.0
hsa-miR-200b-3p,87.9466092515,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-200b-3p,87.9466092515,SCN5A,brugada syndrome,91.0
hsa-miR-200c-3p,87.9466092515,SCN5A,brugada syndrome,100.0
hsa-miR-200c-3p,87.9466092515,SCN5A,cardiomyopathy,90.0
hsa-miR-200c-3p,87.9466092515,SCN5A,long qt syndrome,100.0
hsa-miR-200c-3p,87.9466092515,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-200c-3p,87.9466092515,SCN5A,brugada syndrome,91.0
hsa-miR-3148,84.7066,SCN5A,brugada syndrome,100.0
hsa-miR-3148,84.7066,SCN5A,cardiomyopathy,90.0
hsa-miR-3148,84.7066,SCN5A,long qt syndrome,100.0
hsa-miR-3148,84.7066,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-3148,84.7066,SCN5A,brugada syndrome,91.0
hsa-miR-345-3p,81.4195,SCN5A,brugada syndrome,100.0
hsa-miR-345-3p,81.4195,SCN5A,cardiomyopathy,90.0
hsa-miR-345-3p,81.4195,SCN5A,long qt syndrome,100.0
hsa-miR-345-3p,81.4195,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-345-3p,81.4195,SCN5A,brugada syndrome,91.0
hsa-miR-369-3p,86.8205187214,SCN5A,brugada syndrome,100.0
hsa-miR-369-3p,86.8205187214,SCN5A,cardiomyopathy,90.0
hsa-miR-369-3p,86.8205187214,SCN5A,long qt syndrome,100.0
hsa-miR-369-3p,86.8205187214,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-369-3p,86.8205187214,SCN5A,brugada syndrome,91.0
hsa-miR-429,87.9466092515,SCN5A,brugada syndrome,100.0
hsa-miR-429,87.9466092515,SCN5A,cardiomyopathy,90.0
hsa-miR-429,87.9466092515,SCN5A,long qt syndrome,100.0
hsa-miR-429,87.9466092515,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-429,87.9466092515,SCN5A,brugada syndrome,91.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,cardiomyopathy,90.0
hsa-miR-4291,80.5819551294743,SCN5A,long qt syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,91.0
hsa-miR-4500,80.4869,SCN5A,brugada syndrome,100.0
hsa-miR-4500,80.4869,SCN5A,cardiomyopathy,90.0
hsa-miR-4500,80.4869,SCN5A,long qt syndrome,100.0
hsa-miR-4500,80.4869,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4500,80.4869,SCN5A,brugada syndrome,91.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,cardiomyopathy,90.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,long qt syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,91.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,cardiomyopathy,90.0
hsa-miR-5087,89.17585546,SCN5A,long qt syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,91.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,cardiomyopathy,90.0
hsa-miR-513b-5p,87.4691499808,SCN5A,long qt syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,91.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,cardiomyopathy,90.0
hsa-miR-6131,88.4673,SCN5A,long qt syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,91.0
hsa-miR-670-5p,90.16079192,SCN5A,brugada syndrome,100.0
hsa-miR-670-5p,90.16079192,SCN5A,cardiomyopathy,90.0
hsa-miR-670-5p,90.16079192,SCN5A,long qt syndrome,100.0
hsa-miR-670-5p,90.16079192,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-670-5p,90.16079192,SCN5A,brugada syndrome,91.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,cardiomyopathy,90.0
hsa-miR-6823-5p,90.1480585474,SCN5A,long qt syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,91.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,cardiomyopathy,90.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,long qt syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,91.0
hsa-miR-8084,83.188602244,SCN5A,brugada syndrome,100.0
hsa-miR-8084,83.188602244,SCN5A,cardiomyopathy,90.0
hsa-miR-8084,83.188602244,SCN5A,long qt syndrome,100.0
hsa-miR-8084,83.188602244,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-8084,83.188602244,SCN5A,brugada syndrome,91.0
hsa-miR-875-3p,86.4981908129,SCN5A,brugada syndrome,100.0
hsa-miR-875-3p,86.4981908129,SCN5A,cardiomyopathy,90.0
hsa-miR-875-3p,86.4981908129,SCN5A,long qt syndrome,100.0
hsa-miR-875-3p,86.4981908129,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-875-3p,86.4981908129,SCN5A,brugada syndrome,91.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,cardiomyopathy,90.0
hsa-miR-1283,80.7292,SCN5A,long qt syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,91.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,cardiomyopathy,90.0
hsa-miR-1299,89.5859946293,SCN5A,long qt syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,91.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,cardiomyopathy,90.0
hsa-miR-143-5p,80.9257,SCN5A,long qt syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,91.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,cardiomyopathy,90.0
hsa-miR-4291,80.5819551294743,SCN5A,long qt syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,91.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,cardiomyopathy,90.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,long qt syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,91.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,cardiomyopathy,90.0
hsa-miR-5087,89.17585546,SCN5A,long qt syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,91.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,cardiomyopathy,90.0
hsa-miR-513b-5p,87.4691499808,SCN5A,long qt syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,91.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,cardiomyopathy,90.0
hsa-miR-6131,88.4673,SCN5A,long qt syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,91.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,cardiomyopathy,90.0
hsa-miR-670-5p,80.727999392,SCN5A,long qt syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,91.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,cardiomyopathy,90.0
hsa-miR-6823-5p,90.1480585474,SCN5A,long qt syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,91.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,cardiomyopathy,90.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,long qt syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,91.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,cardiomyopathy,90.0
hsa-miR-875-3p,84.9138903731,SCN5A,long qt syndrome,100.0
hsa-miR-875-3p,84.9138903731,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-875-3p,84.9138903731,SCN5A,brugada syndrome,91.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,cardiomyopathy,90.0
hsa-miR-1283,80.7292,SCN5A,long qt syndrome,100.0
hsa-miR-1283,80.7292,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1283,80.7292,SCN5A,brugada syndrome,91.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,cardiomyopathy,90.0
hsa-miR-1299,89.5859946293,SCN5A,long qt syndrome,100.0
hsa-miR-1299,89.5859946293,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-1299,89.5859946293,SCN5A,brugada syndrome,91.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,cardiomyopathy,90.0
hsa-miR-143-5p,80.9257,SCN5A,long qt syndrome,100.0
hsa-miR-143-5p,80.9257,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-143-5p,80.9257,SCN5A,brugada syndrome,91.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,cardiomyopathy,90.0
hsa-miR-4291,80.5819551294743,SCN5A,long qt syndrome,100.0
hsa-miR-4291,80.5819551294743,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4291,80.5819551294743,SCN5A,brugada syndrome,91.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,cardiomyopathy,90.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,long qt syndrome,100.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-4755-3p,93.5021142587662,SCN5A,brugada syndrome,91.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,cardiomyopathy,90.0
hsa-miR-5087,89.17585546,SCN5A,long qt syndrome,100.0
hsa-miR-5087,89.17585546,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-5087,89.17585546,SCN5A,brugada syndrome,91.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,cardiomyopathy,90.0
hsa-miR-513b-5p,87.4691499808,SCN5A,long qt syndrome,100.0
hsa-miR-513b-5p,87.4691499808,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-513b-5p,87.4691499808,SCN5A,brugada syndrome,91.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,cardiomyopathy,90.0
hsa-miR-6131,88.4673,SCN5A,long qt syndrome,100.0
hsa-miR-6131,88.4673,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6131,88.4673,SCN5A,brugada syndrome,91.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,cardiomyopathy,90.0
hsa-miR-670-5p,80.727999392,SCN5A,long qt syndrome,100.0
hsa-miR-670-5p,80.727999392,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-670-5p,80.727999392,SCN5A,brugada syndrome,91.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,cardiomyopathy,90.0
hsa-miR-6823-5p,90.1480585474,SCN5A,long qt syndrome,100.0
hsa-miR-6823-5p,90.1480585474,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6823-5p,90.1480585474,SCN5A,brugada syndrome,91.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,cardiomyopathy,90.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,long qt syndrome,100.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,hereditary bundle branch system defect,98.0
hsa-miR-6867-5p,90.3457647380163,SCN5A,brugada syndrome,91.0
